Periodo,Region,Producto,Envasado,Presentacion,Marca,Contenido_ml,Costo_Produccion ,Precio_Venta,Total_Venta,Costo_envio,Total_a_pagar,Ganancia,Pedido
2018_PRI,Espana,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,79,15.8,94.8,23.7,1
2018_INV,Espana,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,395,79,474,118.5,5
2018_INV,Espana,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,254.7,50.94,305.64,76.41,3
2018_INV,Espana,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,158,31.6,189.6,47.4,2
2018_PRI,China,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,424.5,97.64,522.14,127.35,5
2018_PRI,China,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,474,109.02,583.02,142.2,6
2018_OTO,China,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,316,72.68,388.68,94.8,4
2018_INV,China,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,316,72.68,388.68,94.8,4
2018_PRI,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,84.9,20.38,105.28,25.47,1
2018_VER,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,254.7,61.13,315.83,76.41,3
2018_INV,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,84.9,20.38,105.28,25.47,1
2018_INV,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,169.8,40.75,210.55,50.94,2
2018_OTO,Argentina,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,79,10.27,89.27,23.7,1
2018_VER,Australia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,237,61.62,298.62,71.1,3
2018_INV,Australia,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,339.6,88.3,427.9,101.88,4
2018_INV,Australia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,237,61.62,298.62,71.1,3
2018_INV,Australia,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,339.6,88.3,427.9,101.88,4
2018_INV,Australia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,237,61.62,298.62,71.1,3
2019_VER,Mexico,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,316,31.6,347.6,94.8,4
2019_OTO,Mexico,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,237,23.7,260.7,71.1,3
2019_INV,Mexico,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,169.8,16.98,186.78,50.94,2
2019_INV,Estados unidos,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,169.8,25.47,195.27,50.94,2
2019_INV,Estados unidos,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,79,11.85,90.85,23.7,1
2019__PRI,Francia,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,84.9,13.58,98.48,25.47,1
2019__PRI,Francia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,474,75.84,549.84,142.2,6
2019_VER,Francia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,316,50.56,366.56,94.8,4
2019_VER,Francia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,237,37.92,274.92,71.1,3
2019_OTO,Francia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,395,63.2,458.2,118.5,5
2019_OTO,Francia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,79,12.64,91.64,23.7,1
2019_INV,Francia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,158,25.28,183.28,47.4,2
2019_INV,Francia,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,169.8,27.17,196.97,50.94,2
2019_PRI,Espana,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,424.5,84.9,509.4,127.35,5
2019_OTO,Espana,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,84.9,16.98,101.88,25.47,1
2019_OTO,Espana,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,158,31.6,189.6,47.4,2
2019_VER,Argentina,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,316,41.08,357.08,94.8,4
2019_PRI,Belgica,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,424.5,76.41,500.91,127.35,5
2019_PRI,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,424.5,101.88,526.38,127.35,5
2019_PRI,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,237,56.88,293.88,71.1,3
2019_VER,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,169.8,40.75,210.55,50.94,2
2019_VER,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,158,37.92,195.92,47.4,2
2019_VER,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,339.6,81.5,421.1,101.88,4
2019_VER,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,237,56.88,293.88,71.1,3
2019_OTO,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,424.5,101.88,526.38,127.35,5
2019_OTO,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,237,56.88,293.88,71.1,3
2019_INV,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,424.5,101.88,526.38,127.35,5
2019_INV,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,424.5,101.88,526.38,127.35,5
2019_INV,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,395,94.8,489.8,118.5,5
2019_PRI,China,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,254.7,58.58,313.28,76.41,3
2019_PRI,China,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,158,36.34,194.34,47.4,2
2019_VER,China,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,84.9,19.53,104.43,25.47,1
2019_VER,Australia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,395,102.7,497.7,118.5,5
2019_OTO,Australia,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,254.7,66.22,320.92,76.41,3
2019_OTO,Australia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,158,41.08,199.08,47.4,2
2017_INV,Argentina,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,509.4,66.22,575.62,152.82,6
2017_INV,China,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,594.3,136.69,730.99,178.29,7
2017_PRI,Espana,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,679.2,135.84,815.04,203.76,8
2017_OTO,Espana,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,632,126.4,758.4,189.6,8
2017_OTO,Argentina,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,764.1,99.33,863.43,229.23,9
2017_OTO,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,632,151.68,783.68,189.6,8
2017_VER,Francia,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,594.3,95.09,689.39,178.29,7
2017_PRI,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,553,132.72,685.72,165.9,7
2018_OTO,Mexico,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,509.4,50.94,560.34,152.82,6
2018_PRI,Estados unidos,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,679.2,101.88,781.08,203.76,8
2018_PRI,Estados unidos,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,632,94.8,726.8,189.6,8
2018_VER,Estados unidos,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,594.3,89.15,683.45,178.29,7
2018_PRI,Francia,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,849,135.84,984.84,254.7,10
2018_PRI,Francia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,553,88.48,641.48,165.9,7
2018_OTO,Francia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,711,113.76,824.76,213.3,9
2018_INV,Francia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,632,101.12,733.12,189.6,8
2018_INV,Francia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,553,88.48,641.48,165.9,7
2018_PRI,Espana,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,764.1,152.82,916.92,229.23,9
2018_OTO,Espana,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,509.4,101.88,611.28,152.82,6
2018_PRI,China,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,594.3,136.69,730.99,178.29,7
2018_VER,China,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,711,163.53,874.53,213.3,9
2018_VER,China,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,679.2,156.22,835.42,203.76,8
2018_OTO,China,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,764.1,175.74,939.84,229.23,9
2018_VER,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,632,151.68,783.68,189.6,8
2018_INV,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,632,151.68,783.68,189.6,8
2018_VER,Argentina,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,553,71.89,624.89,165.9,7
2019_VER,Mexico,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,594.3,59.43,653.73,178.29,7
2019_INV,Mexico,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,711,71.1,782.1,213.3,9
2019_INV,Mexico,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,594.3,59.43,653.73,178.29,7
2019_INV,Mexico,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,711,71.1,782.1,213.3,9
2019_PRI,Estados unidos,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,509.4,76.41,585.81,152.82,6
2019_PRI,Estados unidos,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,632,94.8,726.8,189.6,8
2019_PRI,Estados unidos,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,679.2,101.88,781.08,203.76,8
2019_PRI,Estados unidos,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,553,82.95,635.95,165.9,7
2019_INV,Francia,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,594.3,95.09,689.39,178.29,7
2019_INV,Francia,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,553,88.48,641.48,165.9,7
2019_PRI,Espana,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,632,126.4,758.4,189.6,8
2019_VER,Espana,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,509.4,101.88,611.28,152.82,6
2019_VER,Espana,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,553,110.6,663.6,165.9,7
2019_INV,Espana,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,711,142.2,853.2,213.3,9
2019_PRI,Belgica,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,632,113.76,745.76,189.6,8
2019_VER,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,679.2,163.01,842.21,203.76,8
2019_VER,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,632,151.68,783.68,189.6,8
2019_VER,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,679.2,163.01,842.21,203.76,8
2019_VER,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,711,170.64,881.64,213.3,9
2019_INV,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,632,151.68,783.68,189.6,8
2019_INV,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,764.1,183.38,947.48,229.23,9
2019_INV,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,632,151.68,783.68,189.6,8
2019_INV,Japon,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,553,132.72,685.72,165.9,7
2019_INV,Japon,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,509.4,122.26,631.66,152.82,6
2019_VER,China,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,711,163.53,874.53,213.3,9
2019_OTO,China,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,764.1,175.74,939.84,229.23,9
2019_OTO,China,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,553,127.19,680.19,165.9,7
2019_INV,China,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,679.2,156.22,835.42,203.76,8
2019_INV,China,Cerveza Martens Light sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,55.3,79,711,163.53,874.53,213.3,9
2019_PRI,Australia,Cerveza Martens Ultra sixpack 330ml,Lata ,6 Pack 330ml,Martens,330,59.43,84.9,509.4,132.44,641.84,152.82,6
